Cinsiyet,Şirket Konumu,Çalışma Durumu,Çalışma Şekli,Çalışan Sayısı,Deneyim,Sektör,Pozisyon,Pozisyonunuzun Ismi?.1,Aylık Net Maaş (TL),"Yıllık Ek Gelir (Prim, Bonus)",Yan Haklar
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,5-7 Yıl,Tekstil ve Hazır Giyim,Sosyal uygunluk ve denetim ,Sosyal Uygunluk Ve Denetim ,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Elektrik Proje Mühendisi,Elektrik Proje Mühendisi,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Perakende ve E-tıcaret,Marketplace Operation Specialist,Marketplace Operation Specialist,21.000-30.000 TL,51.000-70.000 TL,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,It analist,It Analist,61.000-70.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,Diğer,Sekreter,Sekreter,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Terminal Danışma Memuru,Terminal Danışma Memuru,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Diğer,YURT İÇİ SATIŞ OPERASYON,Yurt İçi̇ Satiş Operasyon,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Diğer,Lojistik Uzmanı,Lojistik Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Fraud analist,Fraud Analist,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,12 ve ustu,Diğer,Kıdemli uzman ,Kıdemli Uzman ,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Otomotiv,Satış danışması ,Satış Danışması ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,Mimar,51.000-60.000 TL,Ek gelirim yok,"Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Social Media Manager - Copywriter,Social Media Manager - Copywriter,21.000-30.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Dijital Medya ve Eğlence,"Assistant manager, digital marketing","Assistant Manager, Digital Marketing",51.000-60.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Dağıtım ve Toptan Tıcaret,Ticari pazarlama temsilcisi,Ticari Pazarlama Temsilcisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Turizm ve Konaklama,Satış ve pazarlama sorumlusu ,Satış Ve Pazarlama Sorumlusu ,21.000-30.000 TL,71.000-90.000 TL,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Sağlık ve Tıp,İhracat ve İş Geliştirme Uzman Yardımcısı ,İhracat Ve İş Geliştirme Uzman Yardımcısı ,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,12 ve ustu,Otomotiv,Opersyon direktoru,Opersyon Direktoru,120.000 TL ve üstü,150.000 TL ve üstü,"Özel Sağlık Sigortası, Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Gıda ve İçecek,Pazarlama Uzmanı,Pazarlama Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Analist,Analist,71.000-80.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Havacılık,Kokpit eğitim planlama,Kokpit Eğitim Planlama,31.000-40.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Satınalma Uzmanı ,Satınalma Uzmanı ,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Gıda ve İçecek,İş Analisti,İş Analisti,41.000-50.000 TL,20.000-30.000 TL,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dağıtım ve Toptan Tıcaret,Satış Görevlisi,Satış Görevlisi,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Diğer,Avukat,Avukat,71.000-80.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Müdür yardımcısı ,Müdür Yardımcısı ,31.000-40.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Üretim,Talep planlama uzmanı,Talep Planlama Uzmanı,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Havacılık,İnsan Kaynakları Uzman Yardımcısı,İnsan Kaynakları Uzman Yardımcısı,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Satış geliştirme ,Satış Geliştirme ,21.000-30.000 TL,20.000-30.000 TL,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,0-1 Yıl,Diğer,Jr copywriter,Jr Copywriter,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Muhasebe uzmanı,Muhasebe Uzmanı,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Project manager,Project Manager,71.000-80.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Planlama muhendisi ,Planlama Muhendisi ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Otomotiv,Müşteri ilişkileri ,Müşteri Ilişkileri ,21.000-30.000 TL,31.000-50.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Gıda ve İçecek,Hazine ve finans uzmanı,Hazine Ve Finans Uzmanı,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Yarı zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Diğer,Stajyer,Stajyer,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Kalite Güvence Mühendisi,Kalite Güvence Mühendisi,31.000-40.000 TL,20.000-30.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Perakende ve E-tıcaret,Global Logistics Senior Specialist ,Global Logistics Senior Specialist ,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Diğer,Teknik Personel,Teknik Personel,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,1-3 Yıl,Sağlık ve Tıp,Tercüman şefi,Tercüman Şefi,10.000-20.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Yazılım Test Mühendisi,Yazılım Test Mühendisi,51.000-60.000 TL,51.000-70.000 TL,"Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Ux ui designer,Ux Ui Designer,31.000-40.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,7-9 Yıl,Bilgi Teknolojileri ve Yazılım,Data Scientist,Data Scientist,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Product Developer ,Product Developer ,51.000-60.000 TL,71.000-90.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Mühendislik,Elektrik elektronik mühendisi,Elektrik Elektronik Mühendisi,61.000-70.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Satış pazarlama uzmanı ,Satış Pazarlama Uzmanı ,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Mühendislik,Satış pazarlama ,Satış Pazarlama ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Bireysel müşteri temsilcisi ,Bireysel Müşteri Temsilcisi ,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Havacılık,Mühendis,Mühendis,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Purchasing Agent,Purchasing Agent,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Finans ve Muhasebe,Muhasebe uzmanı,Muhasebe Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Finans ve Muhasebe,Müşteri edinim yetkilisi ,Müşteri Edinim Yetkilisi ,21.000-30.000 TL,71.000-90.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Eğitim,Matematik öğretmeni ,Matematik Öğretmeni ,31.000-40.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Klinik koordinatörü ,Klinik Koordinatörü ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Otomotiv,Uzman Mühendis,Uzman Mühendis,71.000-80.000 TL,71.000-90.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Dijital kanal yönetici,Dijital Kanal Yönetici,101.000-120.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Satış uzmanı,Satış Uzmanı,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Eğitim,Psikolog,Psikolog,21.000-30.000 TL,150.000 TL ve üstü,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Otomotiv,Genel müdür asistanı,Genel Müdür Asistanı,21.000-30.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Otomotiv,İnsan Kaynakları Uzm,İnsan Kaynakları Uzm,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,İnşaat,Mimar,Mimar,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Diğer,Business development ,Business Development ,10.000-20.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,12 ve ustu,Tekstil ve Hazır Giyim,Satış pazarlama ,Satış Pazarlama ,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Yönetmen,Yönetmen,51.000-60.000 TL,71.000-90.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Üretim,İnsan Kaynakları Uzman Yatdımcısı,İnsan Kaynakları Uzman Yatdımcısı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Telekomünikasyon,Kalite uzmanı ,Kalite Uzmanı ,41.000-50.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Finans ve Muhasebe,Yatırım uzmanı,Yatırım Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Diğer,Optisyen,Optisyen,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Proje Uzmanı ,Proje Uzmanı ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Sağlık ve Tıp,Diş hekimi,Diş Hekimi,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Sağlık ve Tıp,Diyetisyen,Diyetisyen,51.000-60.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Uzaktan,1-49,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,React Native Developer,React Native Developer,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Sap danışmanlığı,Sap Danışmanlığı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Havacılık,kabin memuru,Kabin Memuru,51.000-60.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Web Yazılım Uzmanı,Web Yazılım Uzmanı,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Social Media & Marketing Specialist ,Social Media & Marketing Specialist ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Business Analyst,Business Analyst,81.000-90.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Marketplace Intern,Marketplace Intern,10.000-20.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Ruhsat uzmanı,Ruhsat Uzmanı,41.000-50.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,Şantiyede mimar,Şantiyede Mimar,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Mühendislik,Donanim Tasarim Mühendisi ,Donanim Tasarim Mühendisi ,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,Satış pazarlama ,Satış Pazarlama ,21.000-30.000 TL,20.000-30.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Mühendislik,Gömülü yazılım mühendisi,Gömülü Yazılım Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Bölge Yetkilisi,Bölge Yetkilisi,41.000-50.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,3-5 Yıl,Üretim,endüstri mühendisi,Endüstri Mühendisi,10.000-20.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,içmimar,Içmimar,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Gıda ve İçecek,İnsan Kaynakları Meslek Elemanı,İnsan Kaynakları Meslek Elemanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Üretim,Çevre kalite ,Çevre Kalite ,31.000-40.000 TL,71.000-90.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,150-199,1-3 Yıl,Dijital Medya ve Eğlence,account executive,Account Executive,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Teknik uzman ,Teknik Uzman ,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,3-5 Yıl,Telekomünikasyon,İnsan Kaynakları Uzmanı ,İnsan Kaynakları Uzmanı ,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Mühendislik,Cevre mühendisi ,Cevre Mühendisi ,41.000-50.000 TL,Ek gelirim yok,"Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,7-9 Yıl,Diğer,Hukuk Müşaviri ,Hukuk Müşaviri ,71.000-80.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Diğer,Ithalat gümrük operasyon uzmanı,Ithalat Gümrük Operasyon Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Diğer,Proje yöneticisi,Proje Yöneticisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,7-9 Yıl,Diğer,Kıdemli sarış uzmanı,Kıdemli Sarış Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Erkek,Türkiye,Tam zamanlı,Hybrid,100-149,12 ve ustu,Diğer,Optisyenlik,Optisyenlik,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Erkek,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Mühendislik,Yazılım Mühendisi ,Yazılım Mühendisi ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Digital Analyst,Digital Analyst,51.000-60.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Erkek,Türkiye,Yarı zamanlı,Hybrid,1-49,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Pazarlama Uzman Yardımcısı ,Pazarlama Uzman Yardımcısı ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Mühendislik,Saha satış ,Saha Satış ,21.000-30.000 TL,Ek gelirim yok,"Ulaşım Yardımı, Şirket Telefonu"
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Diğer,Digital Marketing Specialist ,Digital Marketing Specialist ,41.000-50.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Gıda ve İçecek,Diyetisyen- vardiya şefi,Diyetisyen- Vardiya Şefi,21.000-30.000 TL,20.000-30.000 TL,Ulaşım Yardımı
